CODE,LINE_NAME,DATE_TIME,DUR_H,N_METERS,P_KW,Q_KVAR,S_KVA,LOAD_PCT,DELTA_P_KW,OUTPUT_KWH,LOSS_NOLOAD_KWH,LOSS_LOAD_KWH,LOSS_KWH
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-07-09 08:00:00,0.5,1,669,145.2,684.576,27.383,2.91227,334.5,0.94955,0.506585,1.45614
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-09 08:00:00,0.5,1,154.2,43.8,160.3,6.412,1.95465,77.1,0.94955,0.0277764,0.977326
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-09 08:00:00,0.5,1,92.4,-4.8,92.5246,3.70098,1.92718,46.2,0.94955,0.0140398,0.96359
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-09 08:00:00,0.5,1,0.6,-0.3,0.67082,0.0894427,0.732006,0.3,0.366,2.994e-06,0.366003
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-09 08:00:00,0.5,1,11.4,0.9,11.4355,6.35304,0.292921,5.7,0.1425,0.00396043,0.14646
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-09 08:00:00,0.5,2,34.48,12.52,36.6827,22.9267,0.363613,17.24,0.134,0.0478063,0.181806
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-09 08:00:00,0.5,1,2029.3,594.3,2114.53,67.128,12.5845,1014.65,1.9127,4.37955,6.29225
TH.FANTASY.T2.3150kVA,TH.FANTASY.T2.3150kVA,2026-07-09 08:00:00,0.5,1,215.6,35.7,218.536,6.93764,3.91896,107.8,1.9127,0.0467784,1.95948
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-09 08:00:00,0.5,1,2.72,-7.2,7.69665,0.962081,0.830629,1.36,0.415,0.00031438,0.415314
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-09 08:00:00,0.5,1,209.44,65.6,219.473,29.2631,1.34547,104.72,0.394,0.278735,0.672735
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-09 08:00:00,0.5,1,75.6,9.2,76.1577,4.75986,1.18367,37.8,0.577,0.0148353,0.591835
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-07-09 08:00:00,0.516667,1,298.8,92.64,312.832,31.2832,1.59909,154.38,0.497033,0.329164,0.826198
TTI.BQL.T1.630kVA XLNT,TTI.BQL.T1.630kVA  XLNT,2026-07-09 08:00:00,0.5,1,0.1,0,0.1,0.015873,0.78,0.05,0.39,6.89292e-08,0.39
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-07-09 08:00:00,0.5,1,18.1,-0.9,18.1224,2.87657,0.784528,9.05,0.39,0.00226377,0.392264
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-07-09 08:00:00,0.5,2,25.36,6.24,26.1164,6.5291,0.430901,12.68,0.2075,0.00795035,0.21545
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-07-09 08:00:00,0.5,1,0.18,-0.18,0.254558,0.101823,0.363003,0.09,0.1815,1.46915e-06,0.181501
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-07-09 08:00:00,0.5,1,144,25.6,146.258,4.87526,4.00971,72,1.981,0.0238526,2.00485
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-07-09 08:00:00,0.5,1,129.6,10.8,130.049,6.50246,3.10661,64.8,1.5235,0.0298046,1.5533
TTI.TITAN.MVSG.1250kVA,TTI.TITAN.MVSG.1250kVA,2026-07-09 08:00:00,0.5,1,1.6,-0.8,1.78885,0.143108,2.65002,0.8,1.325,1.00352e-05,1.32501
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-07-09 08:00:00,0.5,1,79.4,19.5,81.7595,14.5999,0.421502,39.7,0.161,0.0497509,0.210751
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-07-09 08:00:00,0.5,1,6.3,-0.9,6.36396,0.509117,1.18827,3.15,0.594,0.000134136,0.594134
YM.FUMAO.800kVA,YM.FUMAO.800kVA,2026-07-09 08:00:00,0.5,1,470,142.6,491.157,61.3946,3.31999,235,0.39915,1.26085,1.66
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-07-09 08:00:00,0.5,1,444.16,142.72,466.527,74.0518,3.66597,222.08,0.37367,1.45932,1.83299
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-09 08:00:00,0.5,2,519.2,112.4,531.227,17.7076,1.40045,259.6,0.535,0.165226,0.700226
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-07-09 08:00:00,0.5,1,32.1,5.1,32.5026,2.60021,2.18671,16.05,1.085,0.00835725,1.09336
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-07-09 08:00:00,0.5,1,259.68,131.84,291.231,52.0055,2.17478,129.84,0.34862,0.738768,1.08739
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-07-09 08:00:00,0.5,1,205.28,91.04,224.562,40.1004,1.54343,102.64,0.3335,0.438215,0.771715
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-07-09 08:00:00,0.5,1,286.8,118.4,310.279,20.6852,1.89034,143.4,0.6525,0.292669,0.945169
YM.NCC.250kVA,YM.NCC.250kVA,2026-07-09 08:00:00,0.5,1,28.2,-0.48,28.2041,11.2816,0.34607,14.1,0.155,0.0180349,0.173035
YM.NHUADUCANH.T1.2000kVA,YM.NHUADUCANH.T1.2000kVA,2026-07-09 08:00:00,0.5,1,9.6,-0.8,9.63328,0.481664,2.39739,4.8,1.1985,0.000196125,1.1987
YM.OSAKA.160kVA,YM.OSAKA.160kVA,2026-07-09 08:00:00,0.5,1,22.6,-0.4,22.6035,14.1272,0.675564,11.3,0.31025,0.0275318,0.337782
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-07-09 08:00:00,0.5,1,500.4,139.2,519.4,51.94,3.2186,250.2,0.4653,1.144,1.6093
YM.PE_FOAMVH.T1.1000kVA,YM.PE_FOAMVH.T1.1000kVA,2026-07-09 08:00:00,0.5,1,0.96,0,0.96,0.096,0.930608,0.48,0.4653,3.90809e-06,0.465304
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-07-09 08:00:00,0.5,1,41.76,13.68,43.9436,10.9859,0.468299,20.88,0.21164,0.0225093,0.234149
YM.SONMIENBAC.T1.1250kVA,YM.SONMIENBAC.T1.1250kVA,2026-07-09 08:00:00,0.5,1,1.2,0,1.2,0.096,1.07001,0.6,0.535,4.85628e-06,0.535005
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-07-09 08:00:00,0.5,1,121.12,10.24,121.552,30.388,0.747118,60.56,0.2,0.173559,0.373559
YM.TITAN.NX3.400kVA,YM.TITAN.NX3.400kVA.EVERJOY,2026-07-09 08:00:00,0.5,1,0.48,-0.24,0.536656,0.134164,0.402007,0.24,0.201,3.3435e-06,0.201003
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-07-09 08:00:00,0.5,1,0.48,-0.36,0.6,0.15,0.410158,0.24,0.205075,4.18736e-06,0.205079
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-07-09 08:00:00,0.5,1,37.44,10.08,38.7732,9.6933,0.446197,18.72,0.2055,0.0175987,0.223099
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-07-09 08:00:00,0.5,1,72.8,4.64,72.9477,18.2369,0.529587,36.4,0.2025,0.0622933,0.264793
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-07-09 08:00:00,0.5,1,83.2,7.68,83.5537,13.2625,0.880395,41.6,0.391,0.0491975,0.440197
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-07-09 08:00:00,0.5,1,102.6,16.2,103.871,13.8495,0.926028,51.3,0.402,0.0610141,0.463014
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-07-09 08:00:00,0.5,1,72.2,18.2,74.4586,9.92781,0.866705,36.1,0.402,0.0313524,0.433352
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-07-09 08:00:00,0.5,1,119.84,30.08,123.557,30.8894,0.843645,59.92,0.2225,0.199322,0.421822
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-07-09 08:01:00,0.483333,1,807.2,282.4,855.173,28.5058,5.61993,390.147,1.92802,0.788282,2.7163
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-07-09 08:01:00,0.483333,1,281.2,-23.6,282.189,14.1094,2.73358,135.913,1.15855,0.162682,1.32123
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-07-09 08:01:00,0.483333,1,26.88,3.52,27.1095,6.77737,0.418388,12.992,0.194,0.00822075,0.202221
YM.YUSEN.T1.800kVA,YM.YUSEN.T1.800kVA,2026-07-09 08:02:00,0.466667,1,6,-12,13.4164,1.67705,0.800182,2.8,0.37254,0.000878076,0.373418
03.AQ.T1.2500kVA,03.AQ.T1.2500kVA,2026-07-09 08:30:00,0.5,1,1.8,-2.4,3,0.12,4.50002,0.9,2.25,1.19138e-05,2.25001
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-07-09 08:30:00,0.5,1,14.8,3,15.101,3.77525,0.289768,7.4,0.141,0.00388402,0.144884
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-07-09 08:30:00,0.5,1,26.76,8.76,28.1573,11.2629,0.39895,13.38,0.1815,0.0179752,0.199475
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-07-09 08:30:00,0.5,1,9.3,-6,11.0675,0.885402,1.20984,4.65,0.6045,0.000419406,0.604919
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-07-09 08:30:00,0.5,1,0.96,0,0.96,0.064,1.23401,0.48,0.617,2.69906e-06,0.617003
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-07-09 08:30:00,0.5,1,562,33,562.968,28.1484,3.16107,281,0.925,0.655536,1.58054
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-07-09 08:30:00,0.5,1,118.5,25.2,121.15,15.1437,0.958653,59.25,0.4025,0.0768264,0.479326
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-07-09 08:30:00,0.5,1,2.24,-0.64,2.32964,0.232964,0.88675,1.12,0.44335,2.48444e-05,0.443375
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-07-09 08:30:00,0.5,1,134.5,-526.5,543.408,21.7363,2.6684,67.25,0.84815,0.486051,1.3342
03.LOGOS.T3.1600kVA,03.LOGOS.T3.1600kVA,2026-07-09 08:30:00,0.5,1,21.12,-5.12,21.7317,1.35823,1.19768,10.56,0.5975,0.00133956,0.59884
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-09 08:30:00,0.5,1,8.5,0.5,8.51469,0.425735,1.8503,4.25,0.925,0.000149957,0.92515
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-09 08:30:00,0.5,1,204,42.8,208.441,20.8441,1.3066,102,0.462205,0.191094,0.653299
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-09 08:30:00,0.5,1,91.44,46.8,102.721,10.2721,1.01387,45.72,0.4625,0.044434,0.506934
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-07-09 08:30:00,0.5,1,203.04,48,208.637,27.8182,1.46678,101.52,0.449,0.284391,0.733391
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-09 08:30:00,0.5,2,118.46,-357.12,376.255,12.5418,2.49217,59.23,1.09,0.156086,1.24609
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-09 08:30:00,0.5,1,138.24,19.44,139.6,13.96,1.06042,69.12,0.4475,0.082708,0.530208
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-09 08:30:00,0.5,1,2.19,1.41,2.60465,3.47287,0.155131,1.095,0.077,0.000565652,0.0775657
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-07-09 08:30:00,0.5,1,228.8,16.96,229.428,28.6785,1.38869,114.4,0.415,0.279347,0.694347
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-07-09 08:30:00,0.533333,1,700.8,120.6,711.101,28.4441,2.99231,373.76,1.01285,0.583044,1.5959
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-09 08:30:00,0.5,1,237.6,136.2,273.869,10.9548,2.06125,118.8,0.94955,0.0810765,1.03063
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-09 08:30:00,0.5,1,82.2,1.8,82.2197,3.28879,1.92127,41.1,0.94955,0.0110866,0.960637
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-09 08:30:00,0.5,1,0.6,-0.3,0.67082,0.0894427,0.732006,0.3,0.366,2.994e-06,0.366003
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-09 08:30:00,0.5,1,11.1,0.6,11.1162,6.17567,0.292485,5.55,0.1425,0.00374238,0.146242
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-09 08:30:00,0.5,2,36.04,13.2,38.3813,23.9883,0.372672,18.02,0.134,0.0523361,0.186336
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-09 08:30:00,0.5,1,2206.4,581.7,2281.79,72.4378,14.025,1103.2,1.9127,5.09979,7.01249
TH.FANTASY.T2.3150kVA,TH.FANTASY.T2.3150kVA,2026-07-09 08:30:00,0.5,1,270.9,40.6,273.925,8.69605,3.97239,135.45,1.9127,0.0734963,1.9862
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-09 08:30:00,0.5,1,11.68,-6.4,13.3185,1.66481,0.831883,5.84,0.415,0.000941374,0.415941
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-09 08:30:00,0.5,1,165.6,58.4,175.596,23.4128,1.14485,82.8,0.394,0.178426,0.572426
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-09 08:30:00,0.5,1,111.2,11.6,111.803,6.98771,1.21795,55.6,0.577,0.0319727,0.608973
TTI.BQL.T1.630kVA XLNT,TTI.BQL.T1.630kVA  XLNT,2026-07-09 08:30:00,0.5,1,0.1,0,0.1,0.015873,0.78,0.05,0.39,6.89292e-08,0.39
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-07-09 08:30:00,0.5,1,22.4,-0.5,22.4056,3.55644,0.786921,11.2,0.39,0.00346031,0.39346
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-07-09 08:30:00,0.5,2,25.4,5.88,26.0717,6.51793,0.430846,12.7,0.2075,0.00792315,0.215423
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-07-09 08:30:00,0.5,1,0.18,-0.18,0.254558,0.101823,0.363003,0.09,0.1815,1.46915e-06,0.181501
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-07-09 08:30:00,0.5,1,253.6,61.6,260.974,8.69914,4.11389,126.8,1.981,0.0759437,2.05694
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-07-09 08:30:00,0.5,1,1159.2,435.2,1238.2,41.2734,7.40808,579.6,1.9945,1.70954,3.70404
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-07-09 08:30:00,0.5,1,199.8,15.6,200.408,10.0204,3.18856,99.9,1.5235,0.070778,1.59428
TTI.TITAN.MVSG.1250kVA,TTI.TITAN.MVSG.1250kVA,2026-07-09 08:30:00,0.5,1,15.2,8.4,17.3666,1.38933,2.65189,7.6,1.325,0.000945818,1.32595
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-07-09 08:30:00,0.5,1,136.6,38.9,142.031,25.3627,0.622276,68.3,0.161,0.150138,0.311138
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-07-09 08:30:00,0.5,1,12.9,-1.2,12.9557,1.03646,1.18911,6.45,0.594,0.000555919,0.594556
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-07-09 08:30:00,0.5,1,273.2,-17.2,273.741,13.687,2.71373,136.6,1.1985,0.158367,1.35687
YM.FUMAO.800kVA,YM.FUMAO.800kVA,2026-07-09 08:30:00,0.5,1,404,175.8,440.592,55.074,2.82751,202,0.39915,1.0146,1.41375
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-07-09 08:30:00,0.5,1,406.56,134.56,428.249,67.9761,3.20669,203.28,0.37367,1.22967,1.60334
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-09 08:30:00,0.5,2,481.2,104.8,492.48,16.416,1.354,240.6,0.535,0.142002,0.677002
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-07-09 08:30:00,0.5,1,78.9,0.9,78.9051,6.31241,2.26851,39.45,1.085,0.0492535,1.13425
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-07-09 08:30:00,0.5,1,375.36,168,411.241,73.4359,3.6434,187.68,0.34862,1.47308,1.8217
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-07-09 08:30:00,0.5,1,216.32,99.84,238.249,42.5444,1.65352,108.16,0.3335,0.493259,0.826759
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-07-09 08:30:00,0.5,1,229.6,98.4,249.797,16.6532,1.68438,114.8,0.6525,0.189692,0.842192
YM.NCC.250kVA,YM.NCC.250kVA,2026-07-09 08:30:00,0.5,1,20.94,0.6,20.9486,8.37944,0.329899,10.47,0.155,0.00994946,0.164949
YM.NHUADUCANH.T1.2000kVA,YM.NHUADUCANH.T1.2000kVA,2026-07-09 08:30:00,0.5,1,9.6,-0.8,9.63328,0.481664,2.39739,4.8,1.1985,0.000196125,1.1987
YM.OSAKA.160kVA,YM.OSAKA.160kVA,2026-07-09 08:30:00,0.533333,1,24.9,0.8,24.9128,15.5705,0.68739,13.28,0.330933,0.0356744,0.366608
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-07-09 08:30:00,0.5,1,514.56,141.6,533.688,53.3688,3.34621,257.28,0.4653,1.2078,1.6731
YM.PE_FOAMVH.T1.1000kVA,YM.PE_FOAMVH.T1.1000kVA,2026-07-09 08:30:00,0.5,1,0.96,0,0.96,0.096,0.930608,0.48,0.4653,3.90809e-06,0.465304
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-07-09 08:30:00,0.5,1,41.84,12.56,43.6845,10.9211,0.467769,20.92,0.21164,0.0222447,0.233885
YM.SONMIENBAC.T1.1250kVA,YM.SONMIENBAC.T1.1250kVA,2026-07-09 08:30:00,0.5,1,0.9,0,0.9,0.072,1.07001,0.45,0.535,2.73166e-06,0.535003
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-07-09 08:30:00,0.5,1,137.28,13.44,137.936,34.4841,0.847002,68.64,0.2,0.223501,0.423501
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-07-09 08:30:00,0.533333,1,30.72,-1.6,30.7616,7.69041,0.42328,16.384,0.214069,0.0116799,0.225749
YM.TITAN.NX3.400kVA,YM.TITAN.NX3.400kVA.EVERJOY,2026-07-09 08:30:00,0.5,1,0.48,-0.24,0.536656,0.134164,0.402007,0.24,0.201,3.3435e-06,0.201003
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-07-09 08:30:00,0.55,1,0.48,-0.36,0.6,0.15,0.410158,0.264,0.225582,4.6061e-06,0.225587
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-07-09 08:30:00,0.533333,1,34.56,9.12,35.7431,8.93577,0.440911,18.432,0.2192,0.0159526,0.235153
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-07-09 08:30:00,0.5,1,71.68,5.6,71.8984,17.9746,0.526028,35.84,0.2025,0.0605141,0.263014
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-07-09 08:30:00,0.533333,1,89.6,7.36,89.9018,14.2701,0.895914,47.7867,0.417067,0.0607542,0.477821
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-07-09 08:30:00,0.5,1,120,17.6,121.284,16.1712,0.970371,60,0.402,0.0831853,0.485185
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-07-09 08:30:00,0.5,1,127,27.8,130.007,17.3343,0.995164,63.5,0.402,0.0955818,0.497582
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-07-09 08:30:00,0.5,1,106.32,26.08,109.472,27.368,0.757935,53.16,0.2225,0.156468,0.378968
YM.YUSEN.T1.800kVA,YM.YUSEN.T1.800kVA,2026-07-09 08:30:00,0.5,1,17.7,-7.2,19.1084,2.38855,0.802117,8.85,0.39915,0.0019084,0.401058
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-07-09 08:31:00,0.516667,1,137.92,34.72,142.223,25.397,0.842739,71.2587,0.279083,0.156332,0.435415
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-07-09 08:31:00,0.483333,1,665.52,206.4,696.791,69.6791,4.12272,321.668,0.464967,1.52768,1.99265
03.AQ.T1.2500kVA,03.AQ.T1.2500kVA,2026-07-09 09:00:00,0.5,1,1.2,-2.4,2.68328,0.107331,4.50002,0.6,2.25,9.53107e-06,2.25001
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-07-09 09:00:00,0.5,1,15.4,0.6,15.4117,3.85292,0.290091,7.7,0.141,0.00404549,0.145045
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-07-09 09:00:00,0.5,1,25.56,4.2,25.9028,10.3611,0.393424,12.78,0.1815,0.0152119,0.196712
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-07-09 09:00:00,0.5,1,9.6,-6,11.3208,0.905662,1.20988,4.8,0.6045,0.00043882,0.604939
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-07-09 09:00:00,0.5,1,0.96,0,0.96,0.064,1.23401,0.48,0.617,2.69906e-06,0.617003
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-07-09 09:00:00,0.5,1,573.5,36.5,574.66,28.733,3.2161,286.75,0.925,0.683049,1.60805
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-07-09 09:00:00,0.5,1,168.3,30,170.953,21.3691,1.11095,84.15,0.4025,0.152974,0.555474
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-07-09 09:00:00,0.5,1,2.56,-0.64,2.63879,0.263879,0.886764,1.28,0.44335,3.18758e-05,0.443382
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-07-09 09:00:00,0.5,1,109,-539.5,550.401,22.016,2.69358,54.5,0.84815,0.498641,1.34679
03.LOGOS.T3.1600kVA,03.LOGOS.T3.1600kVA,2026-07-09 09:00:00,0.5,1,21.44,-5.44,22.1194,1.38246,1.19778,10.72,0.5975,0.00138778,0.598888
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-09 09:00:00,0.5,1,12,0.5,12.0104,0.600521,1.8506,6,0.925,0.000298363,0.925298
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-09 09:00:00,0.5,1,158.4,47.8,165.455,16.5455,1.16522,79.2,0.462205,0.120404,0.582609
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-09 09:00:00,0.5,1,72.96,43.92,85.1594,8.51594,0.98608,36.48,0.4625,0.0305398,0.49304
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-07-09 09:00:00,0.5,1,176.32,39.04,180.59,24.0787,1.32414,88.16,0.449,0.213071,0.662071
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-09 09:00:00,0.5,2,128.94,-348.7,371.776,12.3925,2.48478,64.47,1.09,0.152392,1.24239
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-09 09:00:00,0.5,1,160.8,21.6,162.244,16.2244,1.11843,80.4,0.4475,0.111716,0.559216
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-09 09:00:00,0.5,1,2.19,1.44,2.62101,3.49468,0.155146,1.095,0.077,0.00057278,0.0775728
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-07-09 09:00:00,0.5,1,212.32,14.56,212.819,26.6023,1.31073,106.16,0.415,0.240365,0.655365
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-09 09:00:00,0.5,1,242.4,138,278.93,11.1572,2.0673,121.2,0.94955,0.0841006,1.03365
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-09 09:00:00,0.5,1,81.6,-7.2,81.917,3.27668,1.92111,40.8,0.94955,0.0110051,0.960555
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-09 09:00:00,0.5,1,0.6,-0.2,0.632456,0.0843274,0.732005,0.3,0.366,2.66133e-06,0.366003
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-09 09:00:00,0.5,1,13.38,0.72,13.3994,7.44409,0.295875,6.69,0.1425,0.00543754,0.147938
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-09 09:00:00,0.0333333,2,37.48,13.28,39.7632,24.852,0.380345,1.24933,0.00893333,0.00374484,0.0126782
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-09 09:00:00,0.5,1,2179.8,585.9,2257.17,71.6561,13.806,1089.9,1.9127,4.99032,6.90302
TH.FANTASY.T2.3150kVA,TH.FANTASY.T2.3150kVA,2026-07-09 09:00:00,0.5,1,226.8,36.4,229.702,7.29214,3.92876,113.4,1.9127,0.0516811,1.96438
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-09 09:00:00,0.5,1,12.8,-6.24,14.24,1.78,0.832152,6.4,0.415,0.00107615,0.416076
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-09 09:00:00,0.5,1,151.36,56.96,161.723,21.5631,1.09069,75.68,0.394,0.151346,0.545346
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-09 09:00:00,0.5,1,106.4,12,107.075,6.69216,1.21265,53.2,0.577,0.0293252,0.606325
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-07-09 09:00:00,0.5,1,493.44,183.6,526.49,52.649,2.76652,246.72,0.481,0.90226,1.38326
